Regiao - Sigla;Estado - Sigla;Municipio;Revenda;CNPJ da Revenda;Nome da Rua;Numero Rua;Complemento;Bairro;Cep;Produto;Data da Coleta;Valor de Venda;Valor de Compra;Unidade de Medida;Bandeira
NE;PB;JOAO PESSOA;ANDRE LUIZ DUARTE DE BRITO;11483784000172;AVENIDA MINISTRO JOSE AMERICO DE ALMEIDA;1084;;TORRE;58040-302;GLP;11/08/2025;105;;R$ / 13 kg;BAHIANA
S;SC;BLUMENAU;ABJ COMERCIO DE GAS LTDA;07599546000150;RUA DOS CACADORES;251;;VELHA;89040-000;GLP;11/08/2025;130;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;RJ;NOVA IGUACU;RAINHAS DE NOVA IGUACU COMERCIO DE GAS LTDA;11163685000103;AVENIDA ABILIO AUGUSTO TAVORA;2316;;JARDIM NOVA ERA;26275-580;GLP;11/08/2025;120;;R$ / 13 kg;BRANCA
NE;PB;JOAO PESSOA;MOISES FRANÇOIS DE SOUZA;11516574000133;RUA SEBASTIÃO FRANCISCO MADRUGA;18;BOX 01;MANGABEIRA;58057-412;GLP;11/08/2025;99,99;;R$ / 13 kg;LIQUIGÁS
SE;SP;SOROCABA;ALCEMAR ESTAQUIO REGINO SOROCABA - ME;09328313000148;RUA WALDIR BASTOS FEITOSA;65;;SOROCABA PARQUE;18078-774;GLP;11/08/2025;120;;R$ / 13 kg;ULTRAGAZ
N;PA;BELEM;MICILENE V. LEITE COMERCIO ME.;11427312000100;PASSAGEM CANARINHO;19;A;UNA;66652-060;GLP;11/08/2025;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
CO;MT;CUIABA;MEDINA GAS E AGUA LTDA;09330207000107;RUA J 10;127;QUADRA 05;NOSSA SENHORA APARECIDA;78090-690;GLP;11/08/2025;119;;R$ / 13 kg;COPA ENERGIA
SE;RJ;RIO DE JANEIRO;C VILA NOVA COMÉRCIO DE GÁS;12032510000120;ESTRADA DO TIMBO;11;;HIGIENOPOLIS;21061-280;GLP;11/08/2025;99,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;RJ;DUQUE DE CAXIAS;PIRES-GAS COMERCIO E TRANSPORTE DE GAS LTDA;11485622000173;RUA DO COBRE;S/N;QUADRA16                  LOTE  13;VILA SARAPUY;25050-200;GLP;11/08/2025;94,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;SAO JOSE DOS CAMPOS;VANGÁS COMÉRCIO DE GÁS LTDA - ME;11405046000107;RUA GENESIA BERARDINELLI TARANTINO;530;;VILA PIRATININGA;12216-220;GLP;11/08/2025;114,99;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;IRIS GAS ALTO PARAISO LTDA;04522372000139;AVENIDA NOSSA SENHORA APARECIDA;SN;QUADRA18                  LOTE  01                  SALA  01;JARDIM ALTO PARAISO;74948-110;GLP;11/08/2025;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;CONTAGEM;DEPOSITO DE GÁS RG LTDA;11414825000179;AVENIDA   ALTEROSA;770;;PARQUE TURISTAS;32113-120;GLP;11/08/2025;110;;R$ / 13 kg;BRANCA
NE;MA;IMPERATRIZ;D L BONFIM - GÁS;11705523000150;RUA A;2;A;NOVO HORIZONTE;65903-970;GLP;11/08/2025;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;SC;JOINVILLE;MEURER COMERCIO DE GAS LTDA;12428452000158;RUA VESUVIO;315;;IRIRIU;89227-710;GLP;11/08/2025;123;;R$ / 13 kg;BRANCA
SE;RJ;RIO DE JANEIRO;NUNES SOS COMERCIO DE GAS LTDA;12056325000175;RUA   ROSARIO FUSCO;69;;PENHA CIRCULAR;21215-520;GLP;11/08/2025;99,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;AP;MACAPA;BEIJA FLOR GAS LTDA - EPP;11867779000163;RUA   GUILHERME COELHO;2469;;JARDIM FELICIDADE;68909-080;GLP;11/08/2025;118;;R$ / 13 kg;SUPERGASBRAS ENERGIA
S;RS;CANOAS;PAULINO GABRIEL GRALA & CIA LTDA;12159180000138;RUA 3;870;;GUAJUVIRAS;92455-000;GLP;11/08/2025;99,9;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SOROCABA;COMERCIO DE GAS PARKE LTDA;09311191000187;RUA MINISTRO SALGADO FILHO;284;;VILA FIORI;18075-605;GLP;11/08/2025;109,99;;R$ / 13 kg;CONSIGAZ
SE;SP;SOROCABA;ALEX GAS E AGUA ME;12660638000138;RUA DUQUE  ESTRADA;131;;VILA OLIMPIA;18075-090;GLP;11/08/2025;116;;R$ / 13 kg;ULTRAGAZ
S;SC;JOINVILLE;VILLE COMÉRCIO  DE GÁS LTDA;11374045000142;RUA MANAUS;89;;IRIRIU;89227-012;GLP;11/08/2025;122;;R$ / 13 kg;LIQUIGÁS
SE;SP;CAMPINAS;LOVATO COMERCIO DE GAS LTDA;10535245000177;AVENIDA ADAO FOCESI;964;;JARDIM DO LAGO;13050-000;GLP;11/08/2025;114,99;;R$ / 13 kg;ULTRAGAZ
N;TO;PALMAS;E F  DE LIMA COMÉRCIO;10269947000156;405 SUL ALAMEDA LO 11;S/N;LOTE 26;PLANO DIRETOR SUL;77015-613;GLP;11/08/2025;130;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;RJ;RIO DE JANEIRO;COMÉRCIO DE BOTIJÃO DE GÁS DOIS DE FEVEREIRO LTDA -ME;11111973000114;RUA DOIS DE FEVEREIRO;371;A PARTE;ENCANTADO;20730-451;GLP;11/08/2025;100;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;MS;CAMPO GRANDE;NILSON GAS LTDA;11219665000107;RUA ENGENHEIRO AMELIO CARVALHO BAIS;1304;;JARDIM CANADA;79112-380;GLP;11/08/2025;100;;R$ / 13 kg;BRANCA
N;AP;MACAPA;T. N. S. DA S. O. PANTOJA;13035765000109;AVENIDA PRIMEIRO DE MAIO;899;;BURITIZAL;68902-891;GLP;11/08/2025;115;;R$ / 13 kg;BRANCA
N;PA;BELEM;F O MACEDO COMERCIO VAREJISTA DE BEBIDAS E GAS;13102909000100;RUA 15 DE AG0STO;1263;FUNDOS;PONTA GROSSA - ICOARACI;66810-070;GLP;11/08/2025;110;;R$ / 13 kg;SUPERGASBRAS ENERGIA
N;TO;PALMAS;LUCIEL SILVA LIMA - ME;08226627000177;112 SUL, RUA  SR 7;S/N;LOTE  01;PLANO DIRETOR SUL;77020-176;GLP;11/08/2025;125;;R$ / 13 kg;LIQUIGÁS
N;TO;PALMAS;J.B.R. PEREIRA 36975087172;11965901000134;QUADRA 605 NORTE, AVENIDA LO 14;18;;PLANO DIRETOR NORTE;77001-748;GLP;11/08/2025;130;;R$ / 13 kg;BRANCA
N;AM;MANAUS;R CRISTIAN N MAIA - ME;13116505000168;RUA CORONEL FERREIRA DE ARAUJO;72;;PETROPOLIS;69063-010;GLP;11/08/2025;130;;R$ / 13 kg;AMAZONGÁS
CO;MS;CAMPO GRANDE;DIAS E SOUZA COMERCIO DE GÁS LTDA ME;12444713000123;RUA   VÁRZEA GRANDE;133;;VILA MARGARIDA;79023-180;GLP;11/08/2025;110;;R$ / 13 kg;ULTRAGAZ
S;SC;BLUMENAU;BECHER COMERCIO DE GAS LTDA ME;07051559000190;RUA HERMANN TRIBESS;726;;TRIBESS;89057-300;GLP;11/08/2025;130;;R$ / 13 kg;LIQUIGÁS
SE;SP;SAO JOSE DOS CAMPOS;LICIA GOMES DE OLIVEIRA 08100610827;13106799000147;AVENIDA ELISIO GALDINO SOBRINHO;544;;CIDADE MORUMBI;12236-740;GLP;11/08/2025;100;;R$ / 13 kg;BRANCA
CO;MS;CAMPO GRANDE;L.H. FENNER - COMBUSTIVEIS;08221402000128;AVENIDA TRES BARRAS;2321;;TIRADENTES;79062-510;GLP;11/08/2025;105;;R$ / 13 kg;COPA ENERGIA
S;SC;FLORIANOPOLIS;CUECA GAS E AGUA LTDA ME;12186450000108;SERVIDAO   APOLLO;70;;SACO DOS LIMOES;88045-102;GLP;11/08/2025;125;;R$ / 13 kg;BRANCA
SE;SP;PIRACICABA;ROBERTA BELCHIOR PIACENTINI;12093304000120;RUA   RIO DE JANEIRO;231;;PIRACICAMIRIM;13420-506;GLP;11/08/2025;110;;R$ / 13 kg;ULTRAGAZ
N;TO;PALMAS;A. E. FORTALEZA DE LIMA;13849110000174;QUADRA 307 NORTE AVENIDA LO 10;S/N;LOTE  36                        ACSV NO 33;PLANO DIRETOR NORTE;77001-388;GLP;11/08/2025;130;;R$ / 13 kg;LIQUIGÁS
SE;SP;SAO PAULO;SC COMERCIO E  ENTREGAS DE GAS LTDA - ME;10519969000127;ESTRADA DO CAMPO LIMPO;2449;LOTE 7 QUADRA H;JARDIM PARIS;05777-001;GLP;11/08/2025;119,99;;R$ / 13 kg;ULTRAGAZ
S;SC;BLUMENAU;MARCELO COMERCIO DE GAS LTDA ME;14215012000148;RUA PRIMEIRO DE JANEIRO;260;FUNDOS;ITOUPAVA NORTE;89053-200;GLP;11/08/2025;128;;R$ / 13 kg;LIQUIGÁS
S;PR;MARINGA;P NILTON DA SILVA FERREIRA & CIA LTDA;13725116000130;AVENIDA GASTAO VIDIGAL;304;;ZONA 08;87050-440;GLP;11/08/2025;99,99;;R$ / 13 kg;ULTRAGAZ
N;AM;MANAUS;MARTINHO C P COSTA MERCEARIA;11675292000189;RUA   AGAVE;3;QUADRA 11 LOTE 03  CJ P.DAS GARÇAS;CIDADE NOVA;69098-404;GLP;11/08/2025;128;;R$ / 13 kg;FOGAS
S;PR;MARINGA;EMERSON FERRAREZ DE MORAES - GAS;14240765000103;RUA MITSUZUCHI TOKUDA,PIONEIRO;775;;JARDIM OASIS;87040-590;GLP;11/08/2025;99,99;;R$ / 13 kg;ULTRAGAZ
SE;MG;CONTAGEM;DEPOSITO DE GAS ESPERANCA RENOVADA LTDA;13320659000177;AVENIDA TANCREDO NEVES;360;;XANGRI-LA;32186-440;GLP;11/08/2025;115;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;PIRACICABA;MARCELO DIAS DOS SANTOS GAS - ME;12014681000126;RUA MORAIS BARROS;1828;;CENTRO;13419-240;GLP;11/08/2025;115;;R$ / 13 kg;ULTRAGAZ
N;RR;BOA VISTA;RODAO AUTO POSTO LTDA;12145743000139;AVENIDA JOAO ALENCAR;1837;;CAUAME;69311-137;GLP;11/08/2025;133;;R$ / 13 kg;FOGAS
N;RR;BOA VISTA;ANANIAS DA COSTA SILVA - ME;11750359000100;AVENIDA CARLOS PEREIRA DE MELO;2154;;JARDIM FLORESTA;69312-005;GLP;11/08/2025;140;;R$ / 13 kg;FOGAS
S;SC;JOINVILLE;REVENDA DE GÁS FERRARI & FERRARI LTDA ME.;14476083000102;RUA DR. JULIO MESQUITA FILHO;360;;JARDIM IRIRIU;89224-240;GLP;11/08/2025;125;;R$ / 13 kg;ULTRAGAZ
S;SC;ITAJAI;SIDERACO COMERCIO DE COMBUSTIVEIS LTDA;14798787000193;RUA ESTEFANO JOSE VANOLLI;559;SALA  04;SAO VICENTE;88309-201;GLP;11/08/2025;118;;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;RODRIGO BASSI PEREIRA;11656116000108;AVENIDA VEREADOR  RAYMUNDO HARGREAVES;669;;MILHO BRANCO;36083-770;GLP;11/08/2025;93;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;GO;APARECIDA DE GOIANIA;FREDERICO HENRIQUE DA SILVA 94192863120;14183042000110;RUA 514;S/N;QUADRA 10 LOTE 01;JARDIM MONT SERRAT;74917-430;GLP;11/08/2025;99;;R$ / 13 kg;BRANCA
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;00306597007452;QUADRA QI 18 LOTES 47/49/51/53;S/N;;TAGUATINGA;72135-180;GLP;11/08/2025;92,99;;R$ / 13 kg;LIQUIGÁS
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;00306597008343;AVENIDA A/C AVENIDA DAS ARAUCARIAS LOTE;525;;AGUAS CLARAS;71936-250;GLP;11/08/2025;97,99;;R$ / 13 kg;ULTRAGAZ
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;00306597007371;QUADRA QNH AREA ESPECIAL N;59;;TAGUATINGA;71920-540;GLP;11/08/2025;101,99;;R$ / 13 kg;ULTRAGAZ
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;00306597004941;AVENIDA SEGUNDA  AV. NORTE LOTES;03/jan;;SAMAMBAIA;72331-025;GLP;11/08/2025;108,99;;R$ / 13 kg;ULTRAGAZ
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;00306597008777;QUADRA QN 122 CONJUNTO 07 LOTE;6;;SAMAMBAIA;72310-108;GLP;11/08/2025;108,99;;R$ / 13 kg;ULTRAGAZ
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;00306597008505;AVENIDA SEGUNDA  AV. NORTE LOTE;04/fev;;SAMAMBAIA;72331-025;GLP;11/08/2025;106,99;;R$ / 13 kg;LIQUIGÁS
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;00306597004356;AVENIDA PRIMEIRA  AVENIDA  LOTES;03/jan;;SAMAMBAIA;72310-108;GLP;11/08/2025;108,99;;R$ / 13 kg;LIQUIGÁS
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;00306597006480;AVENIDA PRIMEIRA  AV. NORTE LOTE;12/out;;SAMAMBAIA;72320-000;GLP;11/08/2025;111,99;;R$ / 13 kg;ULTRAGAZ
CO;DF;BRASILIA;CASCOL COMBUSTIVEIS PARA VEICULOS LTDA;00306597004780;AVENIDA A/C AVENIDA DAS CASTANHEIRAS LOTE;1950;;AGUAS CLARAS;71900-100;GLP;11/08/2025;97,99;;R$ / 13 kg;ULTRAGAZ
CO;GO;ANAPOLIS;ROMILDA MARTINS BONFIM MELO;12517828000109;ALAMEDA BRASILIA;540;;JARDIM ALEXANDRINA;75060-030;GLP;11/08/2025;110;;R$ / 13 kg;ULTRAGAZ
CO;GO;GOIANIA;SANTOS E NASCIMENTO COMERCIO DE GAS LTDA;15193690000110;RUA MONTE OLIMPO;S/N;QUADRA10                  LOTE  22;RES ACROPOLE II;74358-112;GLP;11/08/2025;100;;R$ / 13 kg;BRANCA
NE;MA;IMPERATRIZ;D.L. BONFIM COMERCIO;02107579000200;RUA   IRACEMA;628;A;NOVA IMPERATRIZ;65907-120;GLP;11/08/2025;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;RJ;SAO GONCALO;M2W COMÉRCIO E TRANSPORTES DE GÁS GLP LTDA - ME;10391179000109;RUA ORESTES BARBOSA;19;;GALO BRANCO;24422-500;GLP;11/08/2025;98,99;;R$ / 13 kg;ULTRAGAZ
SE;SP;MARILIA;B&R COMÉRCIO DE GÁS E TRANSPORTES LTDA ME;15637766000159;RUA   JOSE SILVA;642;B;JARDIM FONTANELLI;17502-500;GLP;11/08/2025;120;;R$ / 13 kg;BRANCA
SE;RJ;NOVA IGUACU;MRL COMERCIO DE GAS GLP LTDA;14805137000128;ESTRADA LUIZ MARIO DA ROCHA LIMA;1824;LOJA  A                   QUADRAB - LOTE 11;RIACHAO;26084-005;GLP;11/08/2025;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SAO PAULO;GASBOM TAMUATA COMERCIO DE GAS LTDA;14781133000157;RUA TAMUATA;37;39;IPIRANGA;04255-140;GLP;11/08/2025;99,99;;R$ / 13 kg;CONSIGAZ
NE;PB;JOAO PESSOA;VIA OESTE COMERCIO DE COMBUSTIVEIS LTDA;17084166000136;RUA GENERAL AURELIO DE LYRA TAVARES;3333;LOJA  101;ILHA DO BISPO;58011-600;GLP;11/08/2025;84,99;;R$ / 13 kg;BAHIANA
S;RS;CANOAS;ADRIANA DE OLIVEIRA LIMA - ME;17134300000166;RUA 1;26;SETOR 2  QUADRA LL;GUAJUVIRAS;92440-010;GLP;11/08/2025;105;;R$ / 13 kg;ULTRAGAZ
SE;SP;SAO PAULO;GASBOM CURSINO I COMERCIO DE GAS LTDA;14500298000103;AVENIDA CURSINO;3387;;SAUDE;04133-300;GLP;11/08/2025;122,99;;R$ / 13 kg;CONSIGAZ
SE;SP;CAMPINAS;POTENCIA BRASIL COMERCIO DE GAS LTDA;96245998000163;RUA DANILO TAVOLARO;27;;JARDIM NOVO CAMPOS ELISEOS;13060-130;GLP;11/08/2025;104,99;;R$ / 13 kg;ULTRAGAZ
NE;BA;SALVADOR;BELA VISTA REVENDEDORA DE GAS LTDA - ME;17261356000181;RUA BELA VISTA;65;TERREO;ALTO DO COQUEIRINHO;41615-000;GLP;11/08/2025;115;;R$ / 13 kg;BAHIANA
CO;GO;APARECIDA DE GOIANIA;INDEPENDENCIA GAS LTDA;16657993000109;RUA DONA  MARIA AUGUSTA BRANDAO;S/N;QUADRA 34  LOTE 3 CASA 1;PARQUE VEIGA JARDIM;74954-150;GLP;11/08/2025;115;;R$ / 13 kg;BRANCA
SE;MG;JUIZ DE FORA;J B IRMAOS COMERCIO E TRANSPORTE DE GAS LTDA;17364799000106;AV VEREADOR RAYMUNDO HARGREAVES;185;;FONTESVILLE;36083-770;GLP;11/08/2025;89,99;;R$ / 13 kg;BRANCA
NE;MA;IMPERATRIZ;LUIS JAILSON ABREU DA SILVA;17255772000177;RUA PIAUI;1416;;BACURI;65916-113;GLP;11/08/2025;114,99;;R$ / 13 kg;BAHIANA
S;SC;JOINVILLE;EVALDO APARECIDO RODRIGUES;17046697000134;RUA GUANABARA;2720;;FATIMA;89229-112;GLP;11/08/2025;120;;R$ / 13 kg;BRANCA
NE;MA;IMPERATRIZ;F DE OLIVEIRA SILVA COMERCIO - ME;15384271000165;RUA   CORIOLANO MILHOMEM;430;;CENTRO;65900-330;GLP;11/08/2025;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
NE;MA;IMPERATRIZ;JOSE DAMACENA RIBEIRO;17403173000153;AVENIDA RIO XINGU;200;LETRA A;PARQUE AMAZONAS;65900-970;GLP;11/08/2025;120;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SAO PAULO;GASBOM CURSINO II COMERCIO DE GAS LTDA;14569177000118;RUA BRIGADEIRO AMILCAR VELOSO PEDERNEIRAS;863;JARDIM YARA;SAUDE;04173-000;GLP;11/08/2025;109,99;;R$ / 13 kg;CONSIGAZ
SE;MG;MONTES CLAROS;NORTE GAS COMERCIAL LTDA;19035859000164;AVENIDA DOUTOR MARIO TOURINHO;3140;;SANTO AMARO;39403-355;GLP;11/08/2025;99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;RJ;RIO DE JANEIRO;REVENDEDOR DE GAS GUATEMALA LTDA;11730506000172;RUA CASCAIS;225;;PENHA CIRCULAR;21011-610;GLP;11/08/2025;99,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;RJ;NOVA IGUACU;A. B. DE ALMEIDA - VENDA DE GAS;14869278000104;AVENIDA ABILIO AUGUSTO TAVORA;2901;;JARDIM ALVORADA;26265-090;GLP;11/08/2025;120;;R$ / 13 kg;SUPERGASBRAS ENERGIA
NE;BA;SALVADOR;MELHOR GAS COMERCIO DE GAS EIRELI;19355910000115;RUA VIRGILDASIO SENA;S/N;;BOCA DO RIO;41710-220;GLP;11/08/2025;130;;R$ / 13 kg;BAHIANA
CO;GO;ANAPOLIS;C A DUARTE - PANIFICADORA E PIZZARIA BELLO PAO;12583305000152;AVENIDA  DO PIRINEUS;S/N;QD. 12 LT. 26;PARQUE DOS PIRINEUS;75071-600;GLP;11/08/2025;110;;R$ / 13 kg;BRANCA
S;SC;BLUMENAU;BACK COMERCIO DE GAS LTDA;19382013000109;RUA AMAZONAS;1181;SALA  B;GARCIA;89020-001;GLP;11/08/2025;125;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;FRANCA;F. H. DE A. BOTELHO COMERCIO DE GAS LTDA;19541744000141;AVENIDA DOUTOR WILLIAM AZZUZ;6192;;RECREIO CAMPO BELO;14409-400;GLP;11/08/2025;104,99;;R$ / 13 kg;CONSIGAZ
CO;GO;ANAPOLIS;WELLINGTON ALVES MONTEIRO 73439690130;18957503000115;RUA   GOIANAPOLIS;S/N;QUADRA 45, LOTE 17, SALA 01;JARDIM ALEXANDRINA;75060-220;GLP;11/08/2025;110;;R$ / 13 kg;LIQUIGÁS
CO;MS;CAMPO GRANDE;AUTO POSTO SHIRAISHI CENTRO LTDA;20112808000178;RUA DOM AQUINO;1721;;CENTRO;79002-184;GLP;11/08/2025;95;;R$ / 13 kg;NGC DISTRIBUIDORA
N;AP;MACAPA;CHAMA AZUL LTDA;13251303000129;AVENIDA SEVERINO GOMES DE ALMEIDA;3119;;JARDIM FELICIDADE I;68909-833;GLP;11/08/2025;115;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;MG;BELO HORIZONTE;JR GAS LTDA;19988655000148;RUA JOSE LINS DO REGO;937;;TUPI A;31842-350;GLP;11/08/2025;105;;R$ / 13 kg;BRANCA
SE;SP;FRANCA;GASBOM COMERCIO DE GAS LTDA;18331428000182;AVENIDA ELISA VERZOLA GOSUEN;1836;;PROLONGAMENTO VILA SANTA CRUZ;14403-605;GLP;11/08/2025;104,99;;R$ / 13 kg;COPA ENERGIA
CO;MS;CAMPO GRANDE;SATURNO COMERCIO DE GAS E TRANSPORTE RODOVIARIO LTDA;17982627000198;RUA PROFESSOR HENRIQUE CIRILO CORREA;445;;VILA MARLI;79117-250;GLP;11/08/2025;100;;R$ / 13 kg;BRANCA
CO;GO;APARECIDA DE GOIANIA;L B FERNANDES;20069907000114;AVENIDA MAJOR MANOEL AUGUSTO SILVA BRANDAO;SN;QD 73 LT 08;PARQUE VEIGA JARDIM;74954-410;GLP;11/08/2025;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
N;RR;BOA VISTA;TRAVASSO EMPREENDIMENTOS LTDA;07657508000106;AVENIDA PARIME BRASIL;1416;;CARANA;69313-625;GLP;11/08/2025;130;;R$ / 13 kg;AMAZONGÁS
CO;GO;ANAPOLIS;JOSEPH SAKR YOUSSEF KHOURI JUNIOR;16500305000100;RUA   BARTOLOMEU BUENO;109;QD: 08, LT: 02;VILA SANTA MARIA;75044-400;GLP;11/08/2025;110;;R$ / 13 kg;LIQUIGÁS
SE;MG;CONTAGEM;AGUIA GAS E AGUA LTDA - ME;20531319000150;RUA DAMAS RIBEIRO;480;;ÁGUA BRANCA;32310-470;GLP;11/08/2025;115;;R$ / 13 kg;SUPERGASBRAS ENERGIA
CO;MS;CAMPO GRANDE;V. R. COSTA ME;20114628000125;RUA SANTA  ROSA;19;;SANTA LUZIA;79116-664;GLP;11/08/2025;104,99;;R$ / 13 kg;BRANCA
NE;MA;IMPERATRIZ;CARAIBAS COMERCIO E SERVIÇOS LTDA;10313497000151;AVENIDA   BERNARDO SAYÃO;814;;NOVA IMPERATRIZ;65907-000;GLP;11/08/2025;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;SAO JOSE DOS CAMPOS;SOUSA E CUSTODIO COMERCIO DE GAS LTDA;18407058000110;RUA LUIZ GUSTAVO DE VASCONCELOS;81;;RESIDENCIAL BOSQUE DOS IPES;12236-872;GLP;11/08/2025;95;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;MG;BELO HORIZONTE;DISTRIBUIDORA DE GAS IRMAOS SILVA LTDA;20856689000168;RUA JOSE FELIX MARTINS;326;;MANTIQUEIRA;31660-100;GLP;11/08/2025;95;;R$ / 13 kg;NGC DISTRIBUIDORA
SE;MG;CONTAGEM;G A S COMERCIO E TRANSPORTES LTDA;21145299000142;RUA APUIARES;300;;PARQUE XANGRI-LA;32186-340;GLP;11/08/2025;110;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;FRANCA;GUALBERTO, PEREIRA E SILVA LTDA - ME;12294548000170;RUA   JOSE CHRISTIANO DE ANDRADE;61;;JARDIM PAINEIRAS;14407-762;GLP;11/08/2025;104,99;;R$ / 13 kg;BRANCA
SE;SP;PIRACICABA;GEANNINI ESTHER VIEIRA DE OLIVEIRA;13221198000185;AVENIDA LUIZ RALF BENATTI;17;FUNDOS;VILA INDUSTRIAL;13412-248;GLP;11/08/2025;114,99;;R$ / 13 kg;ULTRAGAZ
NE;MA;IMPERATRIZ;F. P DA COSTA COMERCIO;20922705000173;RUA   PERNAMBUCO;1175;;NOVA IMPERATRIZ;65907-270;GLP;11/08/2025;115;;R$ / 13 kg;NACIONAL GÁS BUTANO
SE;SP;CAMPINAS;CHIMBA COMERCIO DE GAS LTDA;21164749000144;AVENIDA PRESIDENTE JUSCELINO;2486;"LOTE: 47 QRAC-1 QT10867;";RESIDENCIAL PARQUE DA FAZENDA;13060-589;GLP;11/08/2025;104,99;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;SOROCABA;MARCIO PEREIRA LAMEU SOROCABA - ME;08768157000173;RUA   JOSE BENEDICTO MARTINS;15;QUADRA A LOTE 01;JARDIM SAO GUILHERME;18074-647;GLP;11/08/2025;109,99;;R$ / 13 kg;BRANCA
SE;SP;PRESIDENTE PRUDENTE;SOLANGE SAKIMI SATO MATTOS - ME;20424608000150;RUA BARAO DO RIO BRANCO;1510;;VILA SANTA HELENA;19015-011;GLP;11/08/2025;118;;R$ / 13 kg;ULTRAGAZ
CO;GO;ANAPOLIS;ALINE PIRES CALASSA DUARTE 97157414104;21525728000107;AVENIDA  DO PIRINEUS;SN;QD: 12, LT: 24, SL 01;PARQUE DOS PIRINEUS;75071-600;GLP;11/08/2025;110;;R$ / 13 kg;LIQUIGÁS
SE;RJ;NOVA IGUACU;M.R. COMERCIO E TRANSPORTE DE GAS LTDA;19072262000190;AVENIDA ABILIO AUGUSTO TAVORA;978;LOJA   1;CENTRO;26255-155;GLP;11/08/2025;120;;R$ / 13 kg;BRANCA
NE;RN;NATAL;L.A LIMA DE OLIVEIRA - ME;21869456000162;AVENIDA PRUDENTE DE MORAIS;6576;;LAGOA NOVA;59064-630;GLP;11/08/2025;110;;R$ / 13 kg;MINASGAS
SE;MG;JUIZ DE FORA;MENDES COMERCIO DE GAS E MERCEARIA LTDA;22908881000186;RUA MURIAE;240;LOTE  9                         QM;DEMOCRATA;36035-250;GLP;11/08/2025;98;;R$ / 13 kg;SUPERGASBRAS ENERGIA
SE;SP;PIRACICABA;FELINTO ALVES DE FREITAS;02932928000210;RUA JULIO MESQUITA FILHO;130;;HIGIENOPOLIS;13424-130;GLP;11/08/2025;99,99;;R$ / 13 kg;CONSIGAZ
S;PR;MARINGA;HRA COMERCIO DE GAS LTDA - EPP;23531126000198;AVENIDA DOS PALMARES;1016;;JARDIM AMERICA;87045-290;GLP;11/08/2025;99,99;;R$ / 13 kg;NACIONAL GÁS BUTANO
S;PR;CURITIBA;MARIANE OLIVEIRA DOS SANTOS 02953461914;23255421000169;AVENIDA ANITA GARIBALDI;4891;;BARREIRINHA;82220-000;GLP;11/08/2025;98;;R$ / 13 kg;BRANCA
NE;PB;JOAO PESSOA;RAMON DE LIMA SILVA;19686653000102;RUA DEPUTADO LUIZ CLEMENTINO DE OLIVEIRA;51;"LOJA: A;";JAGUARIBE;58015-600;GLP;11/08/2025;105;;R$ / 13 kg;BAHIANA
SE;MG;BELO HORIZONTE;ABREU & LIMA COMERCIO DE GAS LTDA;24398932000100;RUA SAO JOAO BATISTA DO GLORIA;425;;JARDIM LEBLON;31540-100;GLP;11/08/2025;94,99;;R$ / 13 kg;ULTRAGAZ
